20240101;0;0;64.2;Spain
20240101;0;15;64.2;Spain
20240101;0;30;64.0;Spain
20240101;0;45;64.0;Spain
20240101;1;0;84.79;Spain
20240101;1;15;78.12;Spain
20240101;1;30;76.84;Spain
20240101;1;45;64.8;Spain
20240101;2;0;78.12;Spain
20240101;2;15;64.8;Spain
20240101;2;30;64.3;Spain
20240101;2;45;64.2;Spain
20240101;3;0;64.0;Spain
20240101;3;15;64.0;Spain
20240101;3;30;63.6;Spain
20240101;3;45;62.8;Spain
20240101;4;0;64.0;Spain
20240101;4;15;64.0;Spain
20240101;4;30;63.6;Spain
20240101;4;45;63.6;Spain
20240101;5;0;63.6;Spain
20240101;5;15;63.6;Spain
20240101;5;30;63.6;Spain
20240101;5;45;64.0;Spain
20240101;6;0;64.3;Spain
20240101;6;15;64.8;Spain
20240101;6;30;64.8;Spain
20240101;6;45;75.56;Spain
20240101;7;0;64.3;Spain
20240101;7;15;64.3;Spain
20240101;7;30;64.3;Spain
20240101;7;45;64.3;Spain
20240101;8;0;56.38;Spain
20240101;8;15;61.88;Spain
20240101;8;30;61.88;Spain
20240101;8;45;56.38;Spain
20240101;9;0;0.0;Spain
20240101;9;15;0.0;Spain
20240101;9;30;61.22;Spain
20240101;9;45;14.33;Spain
20240101;10;0;85.84;Spain
20240101;10;15;0.0;Spain
20240101;10;30;0.0;Spain
20240101;10;45;0.0;Spain
20240101;11;0;11.31;Spain
20240101;11;15;4.29;Spain
20240101;11;30;0.0;Spain
20240101;11;45;0.0;Spain
20240101;12;0;3.2;Spain
20240101;12;15;0.0;Spain
20240101;12;30;0.0;Spain
20240101;12;45;0.0;Spain
20240101;13;0;0.0;Spain
20240101;13;15;0.0;Spain
20240101;13;30;0.0;Spain
20240101;13;45;0.0;Spain
20240101;14;0;0.0;Spain
20240101;14;15;0.0;Spain
20240101;14;30;0.0;Spain
20240101;14;45;0.0;Spain
20240101;16;0;0.0;Spain
20240101;16;15;0.0;Spain
20240101;16;30;13.49;Spain
20240101;16;45;63.31;Spain
20240101;17;0;0.0;Spain
20240101;17;15;12.57;Spain
20240101;17;30;63.31;Spain
20240101;17;45;72.12;Spain
20240101;18;0;63.31;Spain
20240101;18;15;70.0;Spain
20240101;18;30;72.12;Spain
20240101;18;45;82.3;Spain
20240101;19;0;70.0;Spain
20240101;19;15;70.0;Spain
20240101;19;30;71.3;Spain
20240101;19;45;72.8;Spain
20240101;20;0;72.12;Spain
20240101;20;15;72.12;Spain
20240101;20;30;72.12;Spain
20240101;20;45;72.12;Spain
20240101;21;0;72.12;Spain
20240101;21;15;72.12;Spain
20240101;21;30;71.3;Spain
20240101;21;45;70.0;Spain
20240101;22;0;74.93;Spain
20240101;22;15;72.12;Spain
20240101;22;30;70.0;Spain
20240101;22;45;60.0;Spain
20240101;23;0;72.8;Spain
20240101;23;15;71.3;Spain
20240101;23;30;63.31;Spain
20240101;23;45;58.0;Spain
20240102;0;0;61.0;Spain
20240102;0;15;60.3;Spain
20240102;0;30;59.9;Spain
20240102;0;45;0.0;Spain
20240102;1;0;59.9;Spain
20240102;1;15;5.22;Spain
20240102;1;30;23.0;Spain
20240102;1;45;0.0;Spain
20240102;2;0;3.99;Spain
20240102;2;15;3.99;Spain
20240102;2;30;0.0;Spain
20240102;2;45;0.0;Spain
20240102;4;0;0.0;Spain
20240102;4;15;0.0;Spain
20240102;4;30;0.0;Spain
20240102;4;45;0.0;Spain
20240102;5;0;0.0;Spain
20240102;5;15;0.0;Spain
20240102;5;30;0.0;Spain
20240102;5;45;0.0;Spain
20240102;6;0;0.0;Spain
20240102;6;15;0.0;Spain
20240102;6;30;59.99;Spain
20240102;6;45;39.92;Spain
20240102;7;0;0.0;Spain
20240102;7;15;47.04;Spain
