20240115;0;0;85.68;Spain
20240115;0;15;85.68;Spain
20240115;0;30;79.13;Spain
20240115;0;45;15.03;Spain
20240115;1;0;54.35;Spain
20240115;1;15;85.77;Spain
20240115;1;30;85.94;Spain
20240115;1;45;85.94;Spain
20240115;2;0;89.78;Spain
20240115;2;15;84.9;Spain
20240115;2;30;76.53;Spain
20240115;2;45;5.79;Spain
20240115;3;0;84.13;Spain
20240115;3;15;79.13;Spain
20240115;3;30;76.53;Spain
20240115;3;45;72.21;Spain
20240115;4;0;0.0;Spain
20240115;4;15;76.53;Spain
20240115;4;30;81.91;Spain
20240115;4;45;88.35;Spain
20240115;5;0;64.86;Spain
20240115;5;15;74.86;Spain
20240115;5;30;74.86;Spain
20240115;5;45;106.82;Spain
20240115;6;0;0.0;Spain
20240115;6;15;83.27;Spain
20240115;6;30;83.72;Spain
20240115;6;45;93.01;Spain
20240115;7;0;35.0;Spain
20240115;7;15;112.82;Spain
20240115;7;30;139.5;Spain
20240115;7;45;140.6;Spain
20240115;8;0;98.97;Spain
20240115;8;15;103.28;Spain
20240115;8;30;107.59;Spain
20240115;8;45;109.03;Spain
20240115;9;0;109.92;Spain
20240115;9;15;104.12;Spain
20240115;9;30;99.77;Spain
20240115;9;45;87.51;Spain
20240115;10;0;94.39;Spain
20240115;10;15;92.0;Spain
20240115;10;30;81.5;Spain
20240115;10;45;81.5;Spain
20240115;11;0;117.07;Spain
20240115;11;15;97.62;Spain
20240115;11;30;92.0;Spain
20240115;11;45;81.5;Spain
20240115;12;0;139.5;Spain
20240115;12;15;136.16;Spain
20240115;12;30;123.02;Spain
20240115;12;45;121.32;Spain
20240115;13;0;134.72;Spain
20240115;13;15;133.87;Spain
20240115;13;30;133.02;Spain
20240115;13;45;127.07;Spain
20240115;14;0;129.62;Spain
20240115;14;15;133.02;Spain
20240115;14;30;133.02;Spain
20240115;14;45;129.62;Spain
20240115;15;0;116.03;Spain
20240115;15;15;116.03;Spain
20240115;15;30;117.0;Spain
20240115;15;45;118.95;Spain
20240115;16;0;106.68;Spain
20240115;16;15;110.94;Spain
20240115;16;30;115.85;Spain
20240115;16;45;115.95;Spain
20240115;17;0;75.8;Spain
20240115;17;15;75.8;Spain
20240115;17;30;81.3;Spain
20240115;17;45;81.5;Spain
20240115;18;0;75.9;Spain
20240115;18;15;81.3;Spain
20240115;18;30;81.4;Spain
20240115;18;45;110.59;Spain
20240115;19;0;72.83;Spain
20240115;19;15;84.07;Spain
20240115;19;30;85.07;Spain
20240115;19;45;85.07;Spain
20240115;20;0;85.07;Spain
20240115;20;15;85.07;Spain
20240115;20;30;85.07;Spain
20240115;20;45;84.07;Spain
20240115;21;0;99.0;Spain
20240115;21;15;85.44;Spain
20240115;21;30;81.31;Spain
20240115;21;45;60.81;Spain
20240115;22;0;108.23;Spain
20240115;22;15;97.21;Spain
20240115;22;30;84.07;Spain
20240115;22;45;64.77;Spain
20240115;23;0;91.0;Spain
20240115;23;15;81.9;Spain
20240115;23;30;81.9;Spain
20240115;23;45;44.86;Spain
20240116;0;0;75.79;Spain
20240116;0;15;73.5;Spain
20240116;0;30;73.5;Spain
20240116;0;45;22.81;Spain
20240116;1;0;81.0;Spain
20240116;1;15;80.33;Spain
20240116;1;30;52.66;Spain
20240116;1;45;30.01;Spain
20240116;2;0;51.0;Spain
20240116;2;15;51.0;Spain
20240116;2;30;29.0;Spain
20240116;2;45;29.0;Spain
20240116;3;0;74.19;Spain
20240116;3;15;21.96;Spain
20240116;3;30;21.96;Spain
20240116;3;45;5.5;Spain
20240116;5;0;13.92;Spain
20240116;5;15;13.92;Spain
20240116;5;30;72.81;Spain
20240116;5;45;73.36;Spain
20240116;6;0;0.0;Spain
20240116;6;15;7.2;Spain
20240116;6;30;83.8;Spain
20240116;6;45;89.0;Spain
20240116;7;0;13.54;Spain
20240116;7;15;67.77;Spain
20240116;7;30;90.9;Spain
20240116;7;45;75.79;Spain
20240116;8;0;67.77;Spain
20240116;8;15;69.77;Spain
20240116;8;30;71.77;Spain
20240116;8;45;71.77;Spain
20240116;9;0;63.77;Spain
20240116;9;15;60.07;Spain
20240116;9;30;60.07;Spain
20240116;9;45;60.07;Spain
20240116;10;0;75.79;Spain
20240116;10;15;67.77;Spain
20240116;10;30;63.77;Spain
20240116;10;45;0.0;Spain
20240116;11;0;75.79;Spain
20240116;11;15;67.77;Spain
20240116;11;30;63.77;Spain
20240116;11;45;37.0;Spain
20240116;12;0;85.0;Spain
20240116;12;15;37.0;Spain
20240116;12;30;37.0;Spain
20240116;12;45;60.9;Spain
20240116;13;0;87.0;Spain
20240116;13;15;86.42;Spain
20240116;13;30;84.0;Spain
20240116;13;45;81.0;Spain
20240116;14;0;57.5;Spain
20240116;14;15;57.5;Spain
20240116;14;30;57.0;Spain
20240116;14;45;58.0;Spain
20240116;15;0;79.0;Spain
20240116;15;15;79.0;Spain
20240116;15;30;79.0;Spain
20240116;15;45;85.0;Spain
20240116;16;0;50.0;Spain
20240116;16;15;50.0;Spain
20240116;16;30;50.0;Spain
20240116;16;45;50.0;Spain
20240116;17;0;50.0;Spain
20240116;17;15;50.0;Spain
20240116;17;30;56.9;Spain
20240116;17;45;56.9;Spain
20240116;18;0;10.8;Spain
20240116;18;15;48.0;Spain
20240116;18;30;75.79;Spain
20240116;18;45;69.02;Spain
20240116;19;0;5.67;Spain
20240116;19;15;55.87;Spain
20240116;19;30;55.87;Spain
20240116;19;45;64.59;Spain
20240116;20;0;56.44;Spain
20240116;20;15;13.58;Spain
20240116;20;30;13.58;Spain
20240116;20;45;0.0;Spain
20240116;21;0;84.15;Spain
20240116;21;15;56.0;Spain
20240116;21;30;0.0;Spain
20240116;21;45;0.0;Spain
20240116;22;0;14.79;Spain
20240116;22;15;0.01;Spain
20240116;22;30;0.0;Spain
20240116;22;45;0.0;Spain
20240116;23;0;0.02;Spain
20240116;23;15;60.0;Spain
20240116;23;30;55.0;Spain
20240116;23;45;0.0;Spain
20240117;0;0;21.04;Spain
20240117;0;15;21.04;Spain
20240117;0;30;21.04;Spain
20240117;0;45;14.13;Spain
20240117;1;0;21.0;Spain
20240117;1;15;21.0;Spain
20240117;1;30;21.0;Spain
20240117;1;45;0.0;Spain
20240117;2;0;1.0;Spain
20240117;2;15;6.6;Spain
20240117;2;30;8.13;Spain
20240117;2;45;8.28;Spain
20240117;4;0;0.0;Spain
20240117;4;15;0.0;Spain
20240117;4;30;0.0;Spain
20240117;4;45;0.0;Spain
20240117;6;0;0.0;Spain
20240117;6;15;0.0;Spain
20240117;6;30;0.0;Spain
20240117;6;45;69.97;Spain
20240117;7;0;48.62;Spain
20240117;7;15;48.62;Spain
20240117;7;30;48.62;Spain
20240117;7;45;75.24;Spain
20240117;8;0;50.05;Spain
20240117;8;15;50.05;Spain
20240117;8;30;50.05;Spain
20240117;8;45;31.85;Spain
20240117;9;0;68.41;Spain
20240117;9;15;50.05;Spain
20240117;9;30;27.8;Spain
20240117;9;45;27.5;Spain
20240117;10;0;52.8;Spain
20240117;10;15;52.8;Spain
20240117;10;30;0.0;Spain
20240117;10;45;0.0;Spain
20240117;11;0;5.0;Spain
20240117;11;15;35.52;Spain
20240117;11;30;35.52;Spain
20240117;11;45;34.52;Spain
20240117;12;0;0.0;Spain
20240117;12;15;0.0;Spain
20240117;12;30;0.0;Spain
20240117;12;45;0.0;Spain
20240117;13;0;0.0;Spain
20240117;13;15;0.0;Spain
20240117;13;30;0.0;Spain
20240117;13;45;0.0;Spain
20240117;14;0;0.0;Spain
20240117;14;15;0.0;Spain
20240117;14;30;0.0;Spain
20240117;14;45;0.0;Spain
20240117;15;0;5.0;Spain
20240117;15;15;5.0;Spain
20240117;15;30;5.0;Spain
20240117;15;45;5.01;Spain
20240117;16;0;0.7;Spain
20240117;16;15;2.0;Spain
20240117;16;30;0.0;Spain
20240117;16;45;0.0;Spain
20240117;17;0;0.0;Spain
20240117;17;15;0.0;Spain
20240117;17;30;52.8;Spain
20240117;17;45;53.9;Spain
20240117;18;0;1.25;Spain
20240117;18;15;2.0;Spain
20240117;18;30;53.7;Spain
20240117;18;45;53.9;Spain
20240117;19;0;10.78;Spain
20240117;19;15;54.28;Spain
20240117;19;30;82.9;Spain
20240117;19;45;55.04;Spain
20240117;20;0;29.9;Spain
20240117;20;15;28.7;Spain
20240117;20;30;28.7;Spain
